seq,dataset,scan,eic,version,io_method,io_workers,shared_buffers,selectivity_rows,selectivity_pages,timing_cold,numeric
8974,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,1.067,1.084,274.098,34.594
8975,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.007,0.024,7.543,1.272
8976,cyclic,bitmapscan,0,prefetch-complex,io_uring,3,32GB,0.475,0.492,51.414,9.701
8977,cyclic,bitmapscan,1,master,worker,3,32GB,2.399,2.416,218.279,34.911
8978,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.064,0.08,33.486,2.847
8979,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,0.095,0.112,6.558,3.113
8980,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,0.002,0.018,12.38,1.256
8981,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,97.311,97.328,5620.43,1361.959
8982,cyclic,indexscan,16,master,io_uring,3,32GB,27.311,27.328,1857.725,833.492
8983,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,0.029,0.046,7.706,2.09
8984,cyclic,indexscan,64,master,sync,3,32GB,0.475,0.492,70.457,14.993
8985,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,27.311,27.328,800.782,389.256
8986,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,0.001,0.018,3.633,1.1
8987,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.475,0.492,152.291,15.399
8988,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,3.597,3.614,218.483,113.435
8989,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,0.006,0.022,3.915,1.369
8990,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,12.139,12.156,738.569,173.418
8991,cyclic,bitmapscan,0,master,sync,3,32GB,37.311,37.328,2264.002,551.593
8992,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,12.139,12.156,690.938,380.75
8993,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,87.311,87.328,5023.513,1329.662
8994,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,3.598,3.616,277.584,56.952
8995,cyclic,indexscan,0,master,sync,3,32GB,0.317,0.334,48.923,9.842
8996,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,47.311,47.328,2580.746,681.526
8997,cyclic,indexscan,1,master,io_uring,3,32GB,87.311,87.328,5711.096,2629.597
8998,cyclic,bitmapscan,64,master,io_uring,3,32GB,37.311,37.328,1083.861,521.941
8999,cyclic,bitmapscan,1,master,sync,3,32GB,0.01,0.026,10.284,1.352
9000,cyclic,indexscan,0,master,worker,3,32GB,77.311,77.328,5091.514,2347.476
9001,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.014,0.03,4.127,1.396
9002,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,0.095,0.112,42.503,3.803
9003,cyclic,indexscan,0,prefetch-complex,sync,3,32GB,5.395,5.412,422.896,170.929
9004,cyclic,bitmapscan,64,master,worker,12,32GB,0.01,0.026,107.05,1.407
9005,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,1.6,1.616,266.932,26.395
9006,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,87.311,87.328,4641.215,2677.794
9007,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,97.311,97.328,5835.257,3004.254
9008,cyclic,indexscan,64,master,io_uring,3,32GB,0.317,0.334,53.567,10.259
9009,cyclic,indexscan,0,master,sync,3,32GB,0.002,0.02,7.752,1.108
9010,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,0.095,0.112,45.019,3.949
9011,cyclic,bitmapscan,0,prefetch-complex,worker,3,32GB,67.311,67.328,3930.039,1074.222
9012,cyclic,bitmapscan,0,master,sync,3,32GB,12.139,12.156,742.358,209.357
9013,cyclic,indexscan,16,prefetch-simple,sync,3,32GB,97.311,97.328,4874.028,2929.885
9014,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,0.064,0.08,23.987,2.991
9015,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,0.014,0.03,4.207,1.395
9016,cyclic,indexscan,16,prefetch-simple,io_uring,3,32GB,0.317,0.334,25.021,9.181
9017,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,87.311,87.328,5997.566,1272.077
9018,cyclic,indexscan,16,master,worker,12,32GB,0.014,0.032,13.43,1.462
9019,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,87.311,87.328,2870.933,1274.86
9020,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,0.01,0.026,10.06,1.313
9021,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,0.005,0.022,4.885,1.218
9022,cyclic,indexscan,0,master,worker,3,32GB,97.311,97.328,6292.426,2958.275
9023,cyclic,indexscan,64,master,sync,3,32GB,67.311,67.328,4417.543,2027.842
9024,cyclic,bitmapscan,16,prefetch-simple,sync,3,32GB,12.139,12.156,388.423,174.98
9025,cyclic,bitmapscan,16,master,io_uring,3,32GB,0.004,0.02,4.049,1.205
9026,cyclic,indexscan,64,prefetch-complex,io_uring,3,32GB,1.6,1.616,129.272,51.953
9027,cyclic,bitmapscan,1,master,sync,3,32GB,5.396,5.414,415.191,79.678
9028,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.005,0.022,22.292,1.281
9029,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,57.311,57.328,3640.163,883.064
9030,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,0.317,0.334,43.625,7.004
9031,cyclic,indexscan,16,master,sync,3,32GB,0.212,0.23,64.294,7.178
9032,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,0.014,0.03,8.044,1.399
9033,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,67.311,67.328,4242.712,1004.062
9034,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,0.007,0.024,36.032,1.469
9035,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,0.475,0.492,65.152,8.939
9036,cyclic,bitmapscan,1,master,io_uring,3,32GB,8.093,8.11,527.243,113.861
9037,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.002,0.02,10.349,1.161
9038,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,67.311,67.328,3879.817,994.007
9039,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,87.311,87.328,5437.56,1315.141
9040,cyclic,indexscan,64,master,io_uring,3,32GB,0.095,0.112,33.437,3.831
9041,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,12.139,12.156,755.461,179.661
9042,cyclic,indexscan,64,master,io_uring,3,32GB,0.002,0.018,8.003,1.103
9043,cyclic,bitmapscan,1,prefetch-simple,worker,3,32GB,5.396,5.414,385.782,79.019
9044,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,0.064,0.08,20.58,2.29
9045,cyclic,bitmapscan,0,master,io_uring,3,32GB,0.003,0.02,8.187,1.146
9046,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.475,0.492,21.254,8.825
9047,cyclic,bitmapscan,16,master,io_uring,3,32GB,0.064,0.082,5.285,2.262
9048,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,87.311,87.328,5902.428,2684.842
9049,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,67.311,67.328,3646.456,2018.034
9050,cyclic,bitmapscan,64,prefetch-complex,worker,3,32GB,0.002,0.018,13.262,1.361
9051,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,0.043,0.06,14.412,2.108
9052,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,97.311,97.328,4850.028,2929.121
9053,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,0.064,0.08,17.517,2.993
9054,cyclic,indexscan,1,master,worker,3,32GB,0.028,0.046,19.381,1.879
9055,cyclic,bitmapscan,64,prefetch-complex,worker,12,32GB,97.311,97.328,3161.03,1430.525
9056,cyclic,bitmapscan,0,prefetch-simple,sync,3,32GB,97.311,97.328,5435.325,1360.737
9057,cyclic,indexscan,0,prefetch-simple,worker,3,32GB,0.064,0.08,21.938,2.991
9058,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,0.002,0.02,11.008,1.166
9059,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,1.067,1.084,39.564,18.528
9060,cyclic,bitmapscan,16,master,sync,3,32GB,0.043,0.06,5.071,1.893
9061,cyclic,indexscan,0,master,worker,12,32GB,0.142,0.16,31.093,5.1
9062,cyclic,indexscan,1,master,io_uring,3,32GB,0.317,0.334,49.942,10.346
9063,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,0.013,0.03,4.217,1.512
9064,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,0.712,0.728,28.137,12.379
9065,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,12.139,12.156,2489,366.313
9066,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,1.067,1.084,41.745,18.743
9067,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,1.067,1.084,38.753,16.901
9068,cyclic,bitmapscan,64,prefetch-complex,worker,3,32GB,2.399,2.416,83.544,40.046
9069,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,77.311,77.328,2492.753,1152.062
9070,cyclic,indexscan,64,master,worker,3,32GB,0.317,0.334,47.749,10.112
9071,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,57.311,57.328,11579.692,1734.685
9072,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,0.142,0.16,16.353,4.806
9073,cyclic,bitmapscan,0,master,sync,3,32GB,0.014,0.032,11.048,1.422
9074,cyclic,indexscan,1,prefetch-complex,worker,3,32GB,0.01,0.026,13.133,1.517
9075,cyclic,indexscan,1,prefetch-complex,worker,12,32GB,5.396,5.412,1126.299,168.683
9076,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,0.712,0.728,84.547,23.335
9077,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.043,0.06,12.692,2.11
9078,cyclic,bitmapscan,1,prefetch-simple,worker,3,32GB,8.093,8.11,587.777,113.843
9079,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.02,0.038,8.948,1.557
9080,cyclic,indexscan,0,master,io_uring,3,32GB,0.029,0.046,19.538,1.864
9081,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,0.141,0.158,31.829,5.193
9082,cyclic,bitmapscan,64,prefetch-complex,worker,3,32GB,0.317,0.334,50.636,7.243
9083,cyclic,bitmapscan,0,master,io_uring,3,32GB,47.311,47.328,2591.884,674.391
9084,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,27.311,27.328,767.201,426.528
9085,cyclic,bitmapscan,64,master,sync,3,32GB,0.019,0.036,4.227,1.471
9086,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,0.003,0.02,10.365,1.305
9087,cyclic,bitmapscan,16,master,worker,3,32GB,0.004,0.022,3.753,1.168
9088,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,77.311,77.328,3953.284,2317.621
9089,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,37.311,37.328,1168.939,562.75
9090,cyclic,bitmapscan,64,prefetch-complex,worker,12,32GB,1.067,1.084,45.199,19.188
9091,cyclic,bitmapscan,16,master,worker,12,32GB,0.142,0.16,7.99,3.588
9092,cyclic,bitmapscan,64,master,worker,3,32GB,8.093,8.11,244.209,113.079
9093,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,0.02,0.036,10.751,1.474
9094,cyclic,indexscan,16,master,worker,12,32GB,0.212,0.23,39.069,6.89
9095,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,0.474,0.49,39.316,15.12
9096,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,0.002,0.02,3.75,1.198
9097,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,0.003,0.02,10.969,1.427
9098,cyclic,bitmapscan,1,master,worker,12,32GB,87.311,87.328,5096.146,1189.471
9099,cyclic,bitmapscan,64,master,worker,3,32GB,0.475,0.492,19.555,9.186
9100,cyclic,indexscan,16,master,io_uring,3,32GB,12.138,12.156,864.408,373.523
9101,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,27.311,27.328,830.653,417.745
9102,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,0.014,0.03,5.838,1.474
9103,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,18.207,18.224,3700.453,546.952
9104,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,18.208,18.224,1145.781,261.704
9105,cyclic,bitmapscan,64,prefetch-simple,worker,3,32GB,67.311,67.328,2071.36,927.189
9106,cyclic,bitmapscan,0,prefetch-complex,worker,3,32GB,0.064,0.082,12.732,2.665
9107,cyclic,bitmapscan,16,master,worker,3,32GB,37.311,37.328,1050.865,515.187
9108,cyclic,bitmapscan,16,prefetch-simple,sync,3,32GB,0.029,0.046,4.621,1.764
9109,cyclic,indexscan,0,prefetch-complex,sync,3,32GB,57.311,57.328,3879.25,1781.359
9110,cyclic,bitmapscan,64,master,io_uring,3,32GB,0.004,0.02,3.933,1.2
9111,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,0.005,0.022,7.679,1.301
9112,cyclic,bitmapscan,0,master,sync,3,32GB,0.212,0.228,22.691,4.854
9113,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,8.093,8.11,523.215,114.382
9114,cyclic,bitmapscan,64,master,io_uring,3,32GB,0.004,0.02,3.861,1.222
9115,cyclic,bitmapscan,0,master,worker,3,32GB,18.208,18.226,1130.009,268.122
9116,cyclic,indexscan,16,master,io_uring,3,32GB,0.014,0.032,38.788,1.501
9117,cyclic,indexscan,1,master,sync,3,32GB,1.6,1.616,149.633,50.809
9118,cyclic,bitmapscan,64,prefetch-complex,worker,3,32GB,0.007,0.024,4.067,1.426
9119,cyclic,indexscan,0,master,worker,3,32GB,0.003,0.02,8.367,1.148
9120,cyclic,bitmapscan,16,master,io_uring,3,32GB,77.311,77.328,2370.703,1051.442
9121,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,1.6,1.618,106.77,52.101
9122,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,5.395,5.412,1133.966,170.026
9123,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,0.212,0.228,22.152,7.251
9124,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,5.396,5.414,208.949,78.662
9125,cyclic,bitmapscan,0,master,sync,3,32GB,0.003,0.02,7.36,1.17
9126,cyclic,bitmapscan,64,master,sync,3,32GB,0.004,0.022,3.928,1.175
9127,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,0.029,0.046,4.773,1.893
9128,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,0.063,0.08,15.241,2.217
9129,cyclic,indexscan,0,prefetch-complex,sync,3,32GB,0.316,0.332,51.864,10.37
9130,cyclic,indexscan,16,prefetch-simple,io_uring,3,32GB,3.598,3.616,194.556,112.496
9131,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,97.311,97.328,6565.585,3004.7
9132,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,0.005,0.022,11.182,1.227
9133,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,47.311,47.328,1444.407,709.43
9134,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,57.311,57.328,3053.412,1751.988
9135,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,57.311,57.328,3230.992,1753.907
9136,cyclic,indexscan,16,master,sync,3,32GB,0.003,0.02,8.786,1.189
9137,cyclic,bitmapscan,16,master,worker,3,32GB,1.6,1.618,55.457,24.73
9138,cyclic,bitmapscan,1,master,sync,3,32GB,37.311,37.328,2223.327,517.557
9139,cyclic,bitmapscan,0,prefetch-simple,sync,3,32GB,0.005,0.022,10.625,1.234
9140,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,77.311,77.328,5375.305,2330.039
9141,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,0.014,0.03,9.87,1.583
9142,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,3.598,3.614,253.629,51.943
9143,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,0.043,0.06,27.996,2.5
9144,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,0.004,0.022,9.182,1.215
9145,cyclic,indexscan,16,master,worker,3,32GB,8.093,8.11,568.289,246.68
9146,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.142,0.16,9.225,3.864
9147,cyclic,bitmapscan,0,master,sync,3,32GB,0.006,0.024,7.916,1.22
9148,cyclic,indexscan,16,prefetch-complex,sync,3,32GB,0.317,0.334,27.045,9.995
9149,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,87.311,87.328,4421.23,2638.407
9150,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,0.095,0.112,14.071,3.865
9151,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,0.712,0.73,186.661,23.5
9152,cyclic,indexscan,1,master,sync,3,32GB,67.311,67.328,4468.223,2039.418
9153,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,18.208,18.224,968.84,572.585
9154,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,27.311,27.328,1563.812,394.733
9155,cyclic,bitmapscan,64,master,sync,3,32GB,0.712,0.73,30.016,12.654
9156,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,0.095,0.112,6.309,2.859
9157,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,37.311,37.328,1997.89,1169.569
9158,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,2.398,2.414,143.527,75.372
9159,cyclic,bitmapscan,1,prefetch-simple,worker,3,32GB,67.311,67.328,3917.084,929.111
9160,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,5.396,5.414,304.148,170.395
9161,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,0.029,0.046,14.452,1.969
9162,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,12.139,12.156,2488.757,376.967
9163,cyclic,indexscan,16,master,worker,12,32GB,97.311,97.328,6405.035,2955.388
9164,cyclic,indexscan,1,prefetch-complex,worker,3,32GB,18.208,18.224,3748.618,563.198
9165,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,0.005,0.022,10.156,1.222
9166,cyclic,indexscan,0,prefetch-simple,worker,12,32GB,0.043,0.06,65.851,2.352
9167,cyclic,indexscan,64,prefetch-complex,io_uring,3,32GB,0.004,0.02,5.445,1.364
9168,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,0.095,0.112,12.781,4.288
9169,cyclic,indexscan,0,prefetch-simple,io_uring,3,32GB,0.029,0.046,17.316,1.945
9170,cyclic,bitmapscan,16,prefetch-simple,sync,3,32GB,0.005,0.022,3.707,1.172
9171,cyclic,indexscan,0,master,io_uring,3,32GB,0.004,0.02,8.249,1.127
9172,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,0.712,0.728,92.436,13.465
9173,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,8.093,8.11,470.252,257.765
9174,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,0.212,0.228,24.559,5.312
9175,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.029,0.046,7.236,2.038
9176,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,0.212,0.23,24.057,5.219
9177,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,0.002,0.018,11.481,1.337
9178,cyclic,indexscan,0,master,sync,3,32GB,67.311,67.328,4433.456,2015.69
9179,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,0.142,0.16,15.827,5.172
9180,cyclic,bitmapscan,16,master,io_uring,3,32GB,0.029,0.046,5.467,1.652
9181,cyclic,bitmapscan,0,master,io_uring,3,32GB,0.004,0.022,8.321,1.246
9182,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,0.01,0.026,10.244,1.543
9183,cyclic,bitmapscan,0,master,sync,3,32GB,3.598,3.616,254.135,53.195
9184,cyclic,indexscan,0,prefetch-simple,worker,12,32GB,0.005,0.022,9.966,1.261
9185,cyclic,indexscan,0,master,worker,3,32GB,1.6,1.616,149.499,50.642
9186,cyclic,indexscan,16,prefetch-complex,io_uring,3,32GB,12.139,12.156,688.081,379.39
9187,cyclic,bitmapscan,16,master,worker,12,32GB,0.002,0.02,4.322,1.119
9188,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,0.317,0.334,15.498,6.69
9189,cyclic,indexscan,64,master,worker,3,32GB,0.007,0.024,9.217,1.225
9190,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,0.007,0.024,9.943,1.372
9191,cyclic,bitmapscan,64,master,worker,12,32GB,0.005,0.022,3.905,1.238
9192,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,97.311,97.328,19736.477,2970.405
9193,cyclic,bitmapscan,0,master,io_uring,3,32GB,97.311,97.328,5367.066,1376.582
9194,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,12.139,12.156,393.095,179.641
9195,cyclic,bitmapscan,1,master,io_uring,3,32GB,0.02,0.036,10.72,1.518
9196,cyclic,indexscan,1,master,worker,12,32GB,18.208,18.224,1252.501,555.456
9197,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,0.029,0.046,17.676,1.975
9198,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,18.207,18.224,951.801,570.133
9199,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,12.139,12.156,2506.085,371.919
9200,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,0.004,0.022,7.676,1.403
9201,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,0.002,0.018,3.621,1.16
9202,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,0.063,0.08,11.924,2.577
9203,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,27.311,27.328,1706.92,380.486
9204,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,1.066,1.082,115.595,35.112
9205,cyclic,bitmapscan,0,prefetch-complex,io_uring,3,32GB,0.007,0.024,26.329,1.469
9206,cyclic,indexscan,0,master,sync,3,32GB,5.396,5.412,399.427,165.105
9207,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,0.142,0.16,19.026,4.165
9208,cyclic,indexscan,0,master,worker,12,32GB,8.093,8.11,566.757,248.717
9209,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,0.475,0.492,57.473,9.711
9210,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,2.399,2.416,227.061,38.874
9211,cyclic,bitmapscan,0,master,worker,12,32GB,67.311,67.328,3924.493,986.229
9212,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,37.311,37.328,2233.574,529.506
9213,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,57.311,57.328,1704.171,792.575
9214,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,18.208,18.226,3740.602,565.606
9215,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,0.004,0.02,11.29,1.241
9216,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,0.004,0.022,11.357,1.332
9217,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,0.004,0.022,8.99,1.383
9218,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,0.005,0.022,4.014,1.25
9219,cyclic,bitmapscan,0,master,io_uring,3,32GB,0.475,0.492,74.054,9.146
9220,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,0.01,0.026,9.846,1.564
9221,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,37.311,37.328,7561.704,1116.544
9222,cyclic,bitmapscan,0,master,sync,3,32GB,47.311,47.328,2675.88,674.587
9223,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,47.311,47.328,2834.38,658.227
9224,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,0.007,0.024,9.526,1.415
9225,cyclic,indexscan,64,master,io_uring,3,32GB,8.093,8.11,574.031,250.995
9226,cyclic,indexscan,64,master,io_uring,3,32GB,1.067,1.084,158.727,33.668
9227,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,67.311,67.328,3576.401,2064.977
9228,cyclic,indexscan,1,master,sync,3,32GB,0.029,0.046,22.264,2.008
9229,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,1.067,1.084,74.53,33.227
9230,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.711,0.728,70.704,12.515
9231,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,77.311,77.328,4526.317,1183.724
9232,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,0.712,0.73,182.639,23.54
9233,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,27.311,27.328,1562.015,835.864
9234,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.005,0.022,10.724,1.197
9235,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,67.311,67.328,2092.307,1005.622
9236,cyclic,indexscan,16,master,sync,3,32GB,0.064,0.082,22.661,3.018
9237,cyclic,bitmapscan,1,master,sync,3,32GB,0.043,0.06,17.144,1.923
9238,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,47.311,47.328,3228.075,1472.726
9239,cyclic,indexscan,16,master,worker,12,32GB,0.712,0.73,82.644,22.524
9240,cyclic,bitmapscan,16,prefetch-simple,sync,3,32GB,0.712,0.728,36.36,12.377
9241,cyclic,indexscan,16,master,worker,12,32GB,0.002,0.018,7.128,1.168
9242,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.212,0.23,78.432,7.181
